quantity,price_paid_deal,price_paid_non_deal,coupon_value,promotion_type,size1_descr,flavor_descr,formula_descr,household_id,household_size,household_income,age_of_female_head,age_of_male_head,age_and_presence_of_children,male_head_employment,female_head_employment,male_head_education,female_head_education,marital_status,male_head_occupation,female_head_occupation,household_composition,race,hispanic_origin,region,scantrack_market_identifier,fips_state_code,fips_county_code,type_of_residence,kitchen_appliances,tv_items,female_head_birth,male_head_birth,household_internet_connection
1,0,3.89,0,,16.0 MLOZ,CHERRY GRCA,REGULAR,2011316,2,23,7,8,9,9,3,5,4,1,12,1,1,1,1,4,12,6,13,1,7,3,1/1/53,10/1/45,2
1,0,3.99,0,,16.0 MLOZ,PISTACHIO PISTACHIO,REGULAR,2011316,2,23,7,8,9,9,3,5,4,1,12,1,1,1,1,4,12,6,13,1,7,3,1/1/53,10/1/45,2
1,0,3.12,0,,16.0 MLOZ,HEATH CANDY EVERYTHING BUT THE,REGULAR,2011740,4,16,4,4,6,3,9,3,4,1,6,12,1,4,1,2,6,20,209,7,1,2,1/1/71,10/1/70,2
1,0,3.12,0,,16.0 MLOZ,HEATH COFFEE CRUNCH,REGULAR,2011740,4,16,4,4,6,3,9,3,4,1,6,12,1,4,1,2,6,20,209,7,1,2,1/1/71,10/1/70,2
1,3.41,0,0,1,16.0 MLOZ,HEATH COFFEE CRUNCH,REGULAR,2005980,1,27,8,0,9,0,3,0,6,4,2,2,5,1,2,4,7,6,71,1,7,1,10/1/50,"",1
1,3.33,0,0,1,16.0 MLOZ,HEATH COFFEE CRUNCH,REGULAR,2005980,1,27,8,0,9,0,3,0,6,4,2,2,5,1,2,4,7,6,71,1,7,1,10/1/50,"",1
2,6.84,0,0,1,16.0 MLOZ,HEATH COFFEE CRUNCH,REGULAR,2005980,1,27,8,0,9,0,3,0,6,4,2,2,5,1,2,4,7,6,71,1,7,1,10/1/50,"",1
1,0,4.39,0,,16.0 MLOZ,FOSSIL FUEL,REGULAR,2006062,2,29,7,8,9,3,3,6,6,1,2,2,1,1,2,1,9,36,61,6,4,3,10/1/55,10/1/47,1
1,0,3.67,0,,16.0 MLOZ,PISTACHIO PISTACHIO,REGULAR,2006540,5,21,7,8,9,3,9,4,5,1,3,12,1,3,2,4,7,6,37,1,1,2,10/1/55,1/1/49,2
1,3.5,0,0,1,16.0 MLOZ,VAN CARAMEL FUDGE,REGULAR,2009588,2,23,9,8,9,3,9,6,4,1,1,12,1,1,2,4,13,53,61,1,1,1,10/1/33,10/1/44,2
1,0,3,0,,16.0 MLOZ,BANANA SPLIT,REGULAR,2012388,2,26,0,9,9,9,0,5,0,2,12,,3,1,2,3,42,51,13,1,1,2,"",10/1/19,1
1,3.5,0,1,3,16.0 MLOZ,CREME BRULEE,REGULAR,2005740,2,30,8,7,9,3,3,5,6,1,4,1,1,1,2,1,8,34,35,6,4,3,10/1/53,10/1/54,1
1,2.65,0,0,1,16.0 MLOZ,HEATH COFFEE CRUNCH,REGULAR,2006591,2,29,7,8,9,3,3,5,5,1,1,1,1,1,2,4,7,6,59,1,7,1,10/1/55,10/1/47,2
2,5,0,0,1,16.0 MLOZ,HEATH COFFEE CRUNCH,REGULAR,2006591,2,29,7,8,9,3,3,5,5,1,1,1,1,1,2,4,7,6,59,1,7,1,10/1/55,10/1/47,2
1,4.29,0,0,1,16.0 MLOZ,SMORES,REGULAR,2007640,1,17,9,0,9,0,1,0,4,2,3,3,5,1,2,1,9,36,61,6,4,3,10/1/34,"",1
1,0,3.33,0,,16.0 MLOZ,BANANA SPLIT,REGULAR,2008328,2,27,5,6,9,3,3,5,5,1,2,2,1,1,2,3,14,13,57,1,7,1,10/1/66,10/1/58,1
1,0,3.99,0,,16.0 MLOZ,PB CUP,REGULAR,2011477,1,16,9,0,9,0,3,0,5,2,1,1,5,1,2,1,,42,61,1,1,1,10/1/37,"",1
1,3.58,0,0,1,16.0 MLOZ,CHUNKY MONKEY,REGULAR,2012960,2,26,6,0,2,0,3,0,6,4,1,1,2,1,2,2,2,17,31,6,4,2,10/1/58,"",1
1,3.34,0,0,1,16.0 MLOZ,BANANA SPLIT,REGULAR,2006459,1,6,9,0,9,0,9,0,5,2,12,12,5,1,2,2,19,26,147,5,1,3,10/1/35,"",1
1,0,2.79,0,,16.0 MLOZ,NEW YORK SUPER FUDGE CHUNK,REGULAR,2006485,2,23,6,6,9,3,1,5,3,1,2,5,1,1,2,3,49,51,145,1,4,1,1/1/58,1/1/60,1
1,0,2.79,0,,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,2006485,2,23,6,6,9,3,1,5,3,1,2,5,1,1,2,3,49,51,145,1,4,1,1/1/58,1/1/60,1
1,0,2.79,0,,16.0 MLOZ,PISTACHIO PISTACHIO,REGULAR,2006485,2,23,6,6,9,3,1,5,3,1,2,5,1,1,2,3,49,51,145,1,4,1,1/1/58,1/1/60,1
1,0,2.79,0,,16.0 MLOZ,PB CUP,REGULAR,2006485,2,23,6,6,9,3,1,5,3,1,2,5,1,1,2,3,49,51,145,1,4,1,1/1/58,1/1/60,1
1,0,3.99,0,,16.0 MLOZ,PISTACHIO PISTACHIO,REGULAR,2006713,3,26,8,8,9,9,9,6,4,1,12,12,1,1,2,4,50,6,61,1,7,3,10/1/44,10/1/46,1
1,3.79,0,0,1,16.0 MLOZ,PISTACHIO PISTACHIO,REGULAR,2006713,3,26,8,8,9,9,9,6,4,1,12,12,1,1,2,4,50,6,61,1,7,3,10/1/44,10/1/46,1
1,0,2.99,0,,16.0 MLOZ,PB CUP,REGULAR,2004224,1,18,6,0,9,0,3,0,6,4,1,1,5,1,2,1,8,34,23,6,4,2,10/1/58,"",2
1,0,3.99,0,,16.0 MLOZ,ONE CSK BROWNIE,REGULAR,2004224,1,18,6,0,9,0,3,0,6,4,1,1,5,1,2,1,8,34,23,6,4,2,10/1/58,"",2
1,0,2.99,0,,16.0 MLOZ,HEATH COFFEE CRUNCH,REGULAR,2004224,1,18,6,0,9,0,3,0,6,4,1,1,5,1,2,1,8,34,23,6,4,2,10/1/58,"",2
1,0,3.99,0,,16.0 MLOZ,PB CUP,REGULAR,2004224,1,18,6,0,9,0,3,0,6,4,1,1,5,1,2,1,8,34,23,6,4,2,10/1/58,"",2
1,3,0,0,1,16.0 MLOZ,AMERICONE DREAM,REGULAR,2005213,2,26,6,8,9,3,3,6,5,1,2,1,1,1,2,3,49,51,137,1,8,1,1/1/61,10/1/52,1
1,3.33,0,0,1,16.0 MLOZ,HEATH CANDY EVERYTHING BUT THE,REGULAR,2005213,2,26,6,8,9,3,3,6,5,1,2,1,1,1,2,3,49,51,137,1,8,1,1/1/61,10/1/52,1
1,3.99,0,0,1,16.0 MLOZ,IMAGINE WHIRLED PEACE,REGULAR,2005213,2,26,6,8,9,3,3,6,5,1,2,1,1,1,2,3,49,51,137,1,8,1,1/1/61,10/1/52,1
1,2.49,0,0,1,16.0 MLOZ,BUTTER PECAN,REGULAR,2013708,5,27,5,6,6,3,3,6,6,1,1,1,1,3,2,4,7,6,59,1,7,2,10/1/65,10/1/62,2
1,3.5,0,0,1,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,2014923,1,16,9,0,9,0,9,0,4,2,12,12,5,1,2,1,16,42,49,1,7,2,10/1/38,"",1
1,3.5,0,0,1,16.0 MLOZ,MINT CHC CHUNK,REGULAR,2015304,1,13,8,0,9,0,3,0,4,3,1,1,5,1,2,4,26,41,5,1,1,2,1/1/52,"",1
1,0,3.69,0,,16.0 MLOZ,BUTTER PECAN,REGULAR,2019051,1,15,8,0,9,0,1,0,3,2,8,8,5,1,2,1,32,36,63,1,4,1,10/1/45,"",1
1,3,0,0,1,16.0 MLOZ,BUTTER PECAN,REGULAR,2019051,1,15,8,0,9,0,1,0,3,2,8,8,5,1,2,1,32,36,63,1,4,1,10/1/45,"",1
1,3.5,0,1,3,16.0 MLOZ,CHERRY GRCA,REGULAR,2019440,1,21,0,6,9,3,0,5,0,4,2,,7,1,2,1,25,42,3,1,1,2,"",1/1/60,1
1,3.5,0,1,3,16.0 MLOZ,VAN,REGULAR,2019440,1,21,0,6,9,3,0,5,0,4,2,,7,1,2,1,25,42,3,1,1,2,"",1/1/60,1
2,9,0,1,3,16.0 MLOZ,AMERICONE DREAM,REGULAR,2001331,1,17,9,0,9,0,9,0,4,2,12,12,5,1,2,1,24,42,91,1,4,1,10/1/22,"",2
1,0,4.49,0,,32.0 MLOZ,CHERRY GRCA,REGULAR,2003767,2,28,6,6,9,3,3,5,5,1,2,8,1,3,2,2,2,17,31,1,5,1,10/1/58,1/1/58,1
1,0,5,0,,16.0 MLOZ,CHERRY GRCA,REGULAR,2003950,2,26,8,8,9,9,9,6,6,1,12,12,1,1,2,4,7,6,37,1,7,2,10/1/44,10/1/43,1
1,0,4.49,0,,32.0 MLOZ,CHERRY GRCA,REGULAR,2003950,2,26,8,8,9,9,9,6,6,1,12,12,1,1,2,4,7,6,37,1,7,2,10/1/44,10/1/43,1
2,0,6,0,,16.0 MLOZ,CHC CHIP C-DH,REGULAR,2005309,1,26,8,0,9,0,3,0,5,4,2,2,5,1,2,4,7,6,37,1,5,2,1/1/52,"",2
2,10.98,0,2,3,32.0 MLOZ,CHC CHIP C-DH,REGULAR,2005309,1,26,8,0,9,0,3,0,5,4,2,2,5,1,2,4,7,6,37,1,5,2,1/1/52,"",2
1,0,3.56,0,,16.0 MLOZ,HEATH CRUNCH,REGULAR,2005309,1,26,8,0,9,0,3,0,5,4,2,2,5,1,2,4,7,6,37,1,5,2,1/1/52,"",2
2,7,0,1,3,16.0 MLOZ,HALF BAKED,REGULAR,2022560,3,18,3,3,9,3,3,2,2,1,8,1,1,1,1,2,2,17,31,5,1,1,1/1/73,10/1/77,2
1,0,3.99,0,,16.0 MLOZ,CHC CHIP C-DH,REGULAR,2022796,4,30,7,7,9,3,3,6,6,1,2,1,1,1,2,3,42,24,31,1,7,2,10/1/53,10/1/53,1
1,3.99,0,3.99,3,16.0 MLOZ,CHUNKY MONKEY,REGULAR,2026532,3,26,6,6,9,3,3,5,5,1,1,9,1,1,2,4,40,16,5,1,4,1,10/1/61,1/1/61,1
1,0,4.29,0,,16.0 MLOZ,HEATH CANDY EVERYTHING BUT THE,REGULAR,2026773,2,27,9,9,9,9,9,5,5,1,12,12,1,1,2,1,8,36,103,1,4,2,1/1/32,10/1/30,2
1,0,4.49,0,,16.0 MLOZ,HEATH CRUNCH,REGULAR,2026773,2,27,9,9,9,9,9,5,5,1,12,12,1,1,2,1,8,36,103,1,4,2,1/1/32,10/1/30,2
1,0,4.49,0,,16.0 MLOZ,HEATH CRUNCH,REGULAR,2026773,2,27,9,9,9,9,9,5,5,1,12,12,1,1,2,1,8,36,103,1,4,2,1/1/32,10/1/30,2
1,0,4.49,0,,16.0 MLOZ,HEATH CRUNCH,REGULAR,2026773,2,27,9,9,9,9,9,5,5,1,12,12,1,1,2,1,8,36,103,1,4,2,1/1/32,10/1/30,2
2,0,4.54,0,,16.0 MLOZ,CHERRY GRCA,REGULAR,2003419,1,28,0,8,9,3,0,6,0,4,2,,7,1,2,3,14,13,135,1,7,3,"",1/1/49,2
2,8.38,0,2.02,3,16.0 MLOZ,NEW YORK SUPER FUDGE CHUNK,REGULAR,2003680,2,29,8,8,9,9,1,6,6,1,12,1,1,1,2,2,2,17,197,1,7,2,1/1/44,10/1/43,1
1,2.17,0,0,1,16.0 MLOZ,ONE CSK BROWNIE,REGULAR,2004307,2,26,8,9,9,9,9,3,4,1,12,12,1,1,2,2,25,39,13,1,7,2,10/1/47,10/1/41,2
2,4.8,0,0,1,16.0 MLOZ,BUTTER PECAN,REGULAR,2004307,2,26,8,9,9,9,9,3,4,1,12,12,1,1,2,2,25,39,13,1,7,2,10/1/47,10/1/41,2
1,3.33,0,0,1,16.0 MLOZ,SMORES,REGULAR,2004307,2,26,8,9,9,9,9,3,4,1,12,12,1,1,2,2,25,39,13,1,7,2,10/1/47,10/1/41,2
1,3.43,0,0,1,16.0 MLOZ,BUTTER PECAN,REGULAR,2004307,2,26,8,9,9,9,9,3,4,1,12,12,1,1,2,2,25,39,13,1,7,2,10/1/47,10/1/41,2
1,3.34,0,0,1,16.0 MLOZ,HEATH CANDY EVERYTHING BUT THE,REGULAR,2004307,2,26,8,9,9,9,9,3,4,1,12,12,1,1,2,2,25,39,13,1,7,2,10/1/47,10/1/41,2
1,0,4.29,0,,16.0 MLOZ,HEATH CRUNCH,REGULAR,2026773,2,27,9,9,9,9,9,5,5,1,12,12,1,1,2,1,8,36,103,1,4,2,1/1/32,10/1/30,2
1,0,4.59,0,,16.0 MLOZ,HEATH CRUNCH,REGULAR,2026773,2,27,9,9,9,9,9,5,5,1,12,12,1,1,2,1,8,36,103,1,4,2,1/1/32,10/1/30,2
1,0,4.29,0,,16.0 MLOZ,HEATH CRUNCH,REGULAR,2026773,2,27,9,9,9,9,9,5,5,1,12,12,1,1,2,1,8,36,103,1,4,2,1/1/32,10/1/30,2
1,0,3,0,,16.0 MLOZ,HEATH CRUNCH,REGULAR,2026773,2,27,9,9,9,9,9,5,5,1,12,12,1,1,2,1,8,36,103,1,4,2,1/1/32,10/1/30,2
1,0,4.49,0,,16.0 MLOZ,HEATH CRUNCH,REGULAR,2026773,2,27,9,9,9,9,9,5,5,1,12,12,1,1,2,1,8,36,103,1,4,2,1/1/32,10/1/30,2
1,0,2.99,0,,16.0 MLOZ,HEATH CRUNCH,REGULAR,2026773,2,27,9,9,9,9,9,5,5,1,12,12,1,1,2,1,8,36,103,1,4,2,1/1/32,10/1/30,2
2,7,0,0,1,16.0 MLOZ,HEATH CRUNCH,REGULAR,2026773,2,27,9,9,9,9,9,5,5,1,12,12,1,1,2,1,8,36,103,1,4,2,1/1/32,10/1/30,2
1,3,0,0,1,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,2006933,3,29,8,8,9,3,2,6,5,1,2,3,1,1,2,1,9,36,61,5,1,3,1/1/50,1/1/50,2
2,4.5,0,0,1,16.0 MLOZ,NEW YORK SUPER FUDGE CHUNK,REGULAR,2006933,3,29,8,8,9,3,2,6,5,1,2,3,1,1,2,1,9,36,61,5,1,3,1/1/50,1/1/50,2
1,3,0,0,1,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,2006933,3,29,8,8,9,3,2,6,5,1,2,3,1,1,2,1,9,36,61,5,1,3,1/1/50,1/1/50,2
1,3,0,0,1,16.0 MLOZ,PHISH FOOD,REGULAR,2006933,3,29,8,8,9,3,2,6,5,1,2,3,1,1,2,1,9,36,61,5,1,3,1/1/50,1/1/50,2
1,0,3.69,0,,16.0 MLOZ,CHUNKY MONKEY,REGULAR,2007128,7,30,4,5,6,3,9,5,5,1,1,10,1,2,2,2,2,17,89,1,7,2,10/1/69,1/1/64,1
1,0,3.69,0,,16.0 MLOZ,OXFORD MINT CHC COOKIE,REGULAR,2007128,7,30,4,5,6,3,9,5,5,1,1,10,1,2,2,2,2,17,89,1,7,2,10/1/69,1/1/64,1
1,0,3.5,0,,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,2007345,2,26,8,8,9,9,9,5,5,1,12,12,1,1,2,3,42,24,33,1,7,1,10/1/46,1/1/43,1
1,2.66,0,0,1,16.0 MLOZ,AMERICONE DREAM,REGULAR,2005213,2,26,6,8,9,3,3,6,5,1,2,1,1,1,2,3,49,51,137,1,8,1,1/1/61,10/1/52,1
1,0,3,0,,16.0 MLOZ,W-N-C-P-C,REGULAR,2005213,2,26,6,8,9,3,3,6,5,1,2,1,1,1,2,3,49,51,137,1,8,1,1/1/61,10/1/52,1
1,0,3.99,0,,16.0 MLOZ,AMERICONE DREAM,REGULAR,2005213,2,26,6,8,9,3,3,6,5,1,2,1,1,1,2,3,49,51,137,1,8,1,1/1/61,10/1/52,1
1,0,3.49,0,,16.0 MLOZ,CAKE BATTER,REGULAR,2005213,2,26,6,8,9,3,3,6,5,1,2,1,1,1,2,3,49,51,137,1,8,1,1/1/61,10/1/52,1
1,2.17,0,0,1,16.0 MLOZ,CHUBBY HUBBY,REGULAR,2005213,2,26,6,8,9,3,3,6,5,1,2,1,1,1,2,3,49,51,137,1,8,1,1/1/61,10/1/52,1
1,3,0,0,1,16.0 MLOZ,BUTTER PECAN,REGULAR,2005213,2,26,6,8,9,3,3,6,5,1,2,1,1,1,2,3,49,51,137,1,8,1,1/1/61,10/1/52,1
1,2.79,0,0,1,16.0 MLOZ,AMERICONE DREAM,REGULAR,2005213,2,26,6,8,9,3,3,6,5,1,2,1,1,1,2,3,49,51,137,1,8,1,1/1/61,10/1/52,1
1,2.27,0,1,2,16.0 MLOZ,TURTLE SOUP,REGULAR,2004307,2,26,8,9,9,9,9,3,4,1,12,12,1,1,2,2,25,39,13,1,7,2,10/1/47,10/1/41,2
1,0,3.69,0,,16.0 MLOZ,PHISH FOOD,REGULAR,2004307,2,26,8,9,9,9,9,3,4,1,12,12,1,1,2,2,25,39,13,1,7,2,10/1/47,10/1/41,2
1,3.43,0,0,1,16.0 MLOZ,CHUBBY HUBBY,REGULAR,2004307,2,26,8,9,9,9,9,3,4,1,12,12,1,1,2,2,25,39,13,1,7,2,10/1/47,10/1/41,2
1,3.43,0,0,1,16.0 MLOZ,HEATH CANDY EVERYTHING BUT THE,REGULAR,2004307,2,26,8,9,9,9,9,3,4,1,12,12,1,1,2,2,25,39,13,1,7,2,10/1/47,10/1/41,2
1,2.63,0,0,1,16.0 MLOZ,SMORES,REGULAR,2004307,2,26,8,9,9,9,9,3,4,1,12,12,1,1,2,2,25,39,13,1,7,2,10/1/47,10/1/41,2
1,3.43,0,0,1,16.0 MLOZ,HEATH CANDY EVERYTHING BUT THE,REGULAR,2004307,2,26,8,9,9,9,9,3,4,1,12,12,1,1,2,2,25,39,13,1,7,2,10/1/47,10/1/41,2
2,6.86,0,0,1,16.0 MLOZ,KARAMEL SUTRA,REGULAR,2004307,2,26,8,9,9,9,9,3,4,1,12,12,1,1,2,2,25,39,13,1,7,2,10/1/47,10/1/41,2
1,0,3.69,0,,16.0 MLOZ,IMAGINE WHIRLED PEACE,REGULAR,2005213,2,26,6,8,9,3,3,6,5,1,2,1,1,1,2,3,49,51,137,1,8,1,1/1/61,10/1/52,1
1,2.17,0,0,1,16.0 MLOZ,DUBLIN MUDSLIDE,REGULAR,2005213,2,26,6,8,9,3,3,6,5,1,2,1,1,1,2,3,49,51,137,1,8,1,1/1/61,10/1/52,1
1,3.39,0,0,1,16.0 MLOZ,AMERICONE DREAM,REGULAR,2005213,2,26,6,8,9,3,3,6,5,1,2,1,1,1,2,3,49,51,137,1,8,1,1/1/61,10/1/52,1
1,2.99,0,0,1,16.0 MLOZ,HEATH COFFEE CRUNCH,REGULAR,2005890,1,21,7,0,9,0,3,0,6,4,1,1,5,2,2,1,9,36,5,5,1,3,10/1/56,"",1
1,3,0,0,1,16.0 MLOZ,VERMONTY PYTHON,REGULAR,2006743,2,26,5,6,9,3,3,3,3,1,11,2,1,1,2,1,42,42,133,1,4,2,10/1/65,10/1/58,2
1,3.99,0,0,1,16.0 MLOZ,CHUNKY MONKEY,REGULAR,2006743,2,26,5,6,9,3,3,3,3,1,11,2,1,1,2,1,42,42,133,1,4,2,10/1/65,10/1/58,2
1,3.99,0,0,1,16.0 MLOZ,PHISH FOOD,LIGHT HALF THE FAT,2006743,2,26,5,6,9,3,3,3,3,1,11,2,1,1,2,1,42,42,133,1,4,2,10/1/65,10/1/58,2
1,2.27,0,0,1,16.0 MLOZ,CHUNKY MONKEY,REGULAR,2008573,3,21,7,8,9,1,1,4,4,1,3,3,1,1,2,3,14,13,121,1,7,2,1/1/56,1/1/47,1
1,2.27,0,0,1,16.0 MLOZ,HEATH CANDY EVERYTHING BUT THE,REGULAR,2008573,3,21,7,8,9,1,1,4,4,1,3,3,1,1,2,3,14,13,121,1,7,2,1/1/56,1/1/47,1
2,6.68,0,0,1,16.0 MLOZ,CHUNKY MONKEY,REGULAR,2008573,3,21,7,8,9,1,1,4,4,1,3,3,1,1,2,3,14,13,121,1,7,2,1/1/56,1/1/47,1
1,0,4,0,,16.0 MLOZ,HEATH CRUNCH,REGULAR,2009210,4,27,0,8,9,3,0,5,0,4,1,,3,2,2,2,2,17,31,1,4,3,"",10/1/52,1
1,3.4,0,2.99,3,16.0 MLOZ,CAKE BATTER,REGULAR,2009366,2,29,6,6,9,3,3,6,5,1,1,2,1,1,2,3,51,48,29,1,7,2,10/1/61,10/1/59,1
1,0,3.99,0,,32.0 MLOZ,CHC CHIP C-DH,REGULAR,2009669,2,19,5,0,9,0,2,0,5,4,1,1,2,1,2,4,7,6,37,3,8,1,10/1/65,"",1
1,0,3.99,0,,32.0 MLOZ,CHC CHIP C-DH,REGULAR,2009669,2,19,5,0,9,0,2,0,5,4,1,1,2,1,2,4,7,6,37,3,8,1,10/1/65,"",1
1,0,3.69,0,,16.0 MLOZ,KARAMEL SUTRA,REGULAR,2004307,2,26,8,9,9,9,9,3,4,1,12,12,1,1,2,2,25,39,13,1,7,2,10/1/47,10/1/41,2
1,3.49,0,1,2,16.0 MLOZ,HEATH CANDY EVERYTHING BUT THE,REGULAR,2004307,2,26,8,9,9,9,9,3,4,1,12,12,1,1,2,2,25,39,13,1,7,2,10/1/47,10/1/41,2
1,3.69,0,0,1,16.0 MLOZ,W-N-C-P-C,REGULAR,2004307,2,26,8,9,9,9,9,3,4,1,12,12,1,1,2,2,25,39,13,1,7,2,10/1/47,10/1/41,2
1,3.69,0,0,1,16.0 MLOZ,KARAMEL SUTRA,REGULAR,2004307,2,26,8,9,9,9,9,3,4,1,12,12,1,1,2,2,25,39,13,1,7,2,10/1/47,10/1/41,2
1,3.43,0,0,1,16.0 MLOZ,PB CUP,REGULAR,2004307,2,26,8,9,9,9,9,3,4,1,12,12,1,1,2,2,25,39,13,1,7,2,10/1/47,10/1/41,2
1,3.69,0,3.69,2,16.0 MLOZ,TURTLE SOUP,REGULAR,2004307,2,26,8,9,9,9,9,3,4,1,12,12,1,1,2,2,25,39,13,1,7,2,10/1/47,10/1/41,2
1,3.59,0,0,1,16.0 MLOZ,PHISH FOOD,REGULAR,2004307,2,26,8,9,9,9,9,3,4,1,12,12,1,1,2,2,25,39,13,1,7,2,10/1/47,10/1/41,2
2,5.2,0,2,3,16.0 MLOZ,ONE CSK BROWNIE,REGULAR,2013704,4,27,6,6,3,3,3,6,6,1,1,1,1,1,2,4,7,6,59,1,7,3,10/1/59,10/1/59,1
1,0,3.12,0,,16.0 MLOZ,CHERRY GRCA,REGULAR,2014533,1,15,8,0,9,0,3,0,4,3,3,3,5,1,2,2,45,19,153,1,4,1,10/1/44,"",1
1,0,3.43,0,,16.0 MLOZ,VAN,REGULAR,2015556,1,16,9,0,9,0,9,0,6,2,12,12,5,1,2,2,,39,3,6,7,2,10/1/24,"",1
1,0,3,0,,16.0 MLOZ,BANANA SPLIT,REGULAR,2016397,2,26,8,8,9,3,1,4,4,1,4,3,1,1,2,2,,46,99,1,7,3,10/1/49,1/1/46,2
1,3.33,0,0,4,16.0 MLOZ,BUTTER PECAN,REGULAR,2017785,2,27,0,8,9,3,0,6,0,4,2,,3,1,2,3,42,24,31,1,7,2,"",10/1/52,2
1,3.5,0,0,4,16.0 MLOZ,W-N-C-P-C,REGULAR,2017785,2,27,0,8,9,3,0,6,0,4,2,,3,1,2,3,42,24,31,1,7,2,"",10/1/52,2
3,7.62,0,0,1,16.0 MLOZ,CHERRY GRCA,REGULAR,2018395,2,19,9,9,9,9,9,5,4,1,12,12,1,1,2,3,51,48,453,1,7,3,10/1/42,1/1/40,1
1,3.69,0,0,1,16.0 MLOZ,AMERICONE DREAM,REGULAR,2004307,2,26,8,9,9,9,9,3,4,1,12,12,1,1,2,2,25,39,13,1,7,2,10/1/47,10/1/41,2
1,0,3.69,0,,16.0 MLOZ,PB CUP,REGULAR,2004307,2,26,8,9,9,9,9,3,4,1,12,12,1,1,2,2,25,39,13,1,7,2,10/1/47,10/1/41,2
1,3.69,0,2,3,16.0 MLOZ,HEATH CANDY EVERYTHING BUT THE,REGULAR,2004307,2,26,8,9,9,9,9,3,4,1,12,12,1,1,2,2,25,39,13,1,7,2,10/1/47,10/1/41,2
1,3.69,0,0,1,16.0 MLOZ,TURTLE SOUP,REGULAR,2004307,2,26,8,9,9,9,9,3,4,1,12,12,1,1,2,2,25,39,13,1,7,2,10/1/47,10/1/41,2
4,0,10,0,,16.0 MLOZ,AMERICONE DREAM,REGULAR,2006641,2,27,7,7,9,3,3,4,4,1,2,9,1,1,2,3,,45,77,1,1,1,10/1/57,10/1/56,1
6,0,18.72,0,,16.0 MLOZ,W-N-C-P-C,REGULAR,2006641,2,27,7,7,9,3,3,4,4,1,2,9,1,1,2,3,,45,77,1,1,1,10/1/57,10/1/56,1
6,0,18,0,,16.0 MLOZ,CHC FUDGE BROWNIE,REGULAR,2006641,2,27,7,7,9,3,3,4,4,1,2,9,1,1,2,3,,45,77,1,1,1,10/1/57,10/1/56,1
1,3.1,0,0,1,16.0 MLOZ,BANANA SPLIT,REGULAR,2018878,1,16,0,8,9,3,0,4,0,4,5,,7,2,2,3,30,24,510,1,1,1,"",10/1/48,1
1,3.25,0,0,1,16.0 MLOZ,COFFEE,REGULAR,2019487,3,26,8,8,9,3,3,5,4,1,4,3,1,1,2,1,24,42,17,1,7,2,10/1/51,10/1/49,1
6,20.94,0,0,1,16.0 MLOZ,OATMEAL COOKIE CHUNK,REGULAR,2022618,5,27,7,7,9,3,3,4,4,1,7,1,1,1,2,4,,6,111,1,7,3,10/1/57,10/1/56,2
3,10.5,0,0,1,16.0 MLOZ,OATMEAL COOKIE CHUNK,REGULAR,2022618,5,27,7,7,9,3,3,4,4,1,7,1,1,1,2,4,,6,111,1,7,3,10/1/57,10/1/56,2
1,4.49,0,0,1,16.0 MLOZ,OATMEAL COOKIE CHUNK,REGULAR,2022618,5,27,7,7,9,3,3,4,4,1,7,1,1,1,2,4,,6,111,1,7,3,10/1/57,10/1/56,2
2,7,0,0,1,16.0 MLOZ,OATMEAL COOKIE CHUNK,REGULAR,2022618,5,27,7,7,9,3,3,4,4,1,7,1,1,1,2,4,,6,111,1,7,3,10/1/57,10/1/56,2
2,5.86,0,0,1,16.0 MLOZ,CAKE BATTER,REGULAR,2022618,5,27,7,7,9,3,3,4,4,1,7,1,1,1,2,4,,6,111,1,7,3,10/1/57,10/1/56,2
6,0,18,0,,16.0 MLOZ,AMERICONE DREAM,REGULAR,2006641,2,27,7,7,9,3,3,4,4,1,2,9,1,1,2,3,,45,77,1,1,1,10/1/57,10/1/56,1
1,0,2.83,0,,16.0 MLOZ,CINNAMON BUNS,REGULAR,2006756,2,21,9,9,9,3,1,6,6,1,4,1,1,1,2,3,14,13,89,1,7,1,1/1/35,10/1/35,1
1,0,3,0,,16.0 MLOZ,BANANA SPLIT,REGULAR,2008331,3,28,7,7,9,3,3,5,4,1,1,1,1,1,2,3,14,13,67,1,4,2,10/1/56,1/1/56,2
4,11.6,0,0,1,16.0 MLOZ,CHERRY GRCA,REGULAR,2010785,3,21,8,8,9,3,1,6,5,1,1,1,1,1,2,4,40,49,35,1,7,1,10/1/49,10/1/45,1
1,0,4.49,0,,32.0 MLOZ,CHERRY GRCA,REGULAR,2013692,1,23,9,0,9,0,9,0,4,3,12,12,5,1,2,4,7,6,65,1,7,2,10/1/39,"",2
1,0,4.49,0,,32.0 MLOZ,CHERRY GRCA,REGULAR,2013692,1,23,9,0,9,0,9,0,4,3,12,12,5,1,2,4,7,6,65,1,7,2,10/1/39,"",2
1,0,4.99,0,,32.0 MLOZ,CHERRY GRCA,REGULAR,2013692,1,23,9,0,9,0,9,0,4,3,12,12,5,1,2,4,7,6,65,1,7,2,10/1/39,"",2
